Shelf, 0, -3.3323874473571777, -17.92622947692871, 0.3199999928474426, 0.0, -0.0, 1.5707963705062866, 6.892641544342041, 1.5471497774124146, 0.035973258316516876, 0.0341796875, 0.02499997802078724, 0.02499992959201336, -16.20415496826172, -17.92622947692871, 5.263090133666992, 1.5707963705062866, 4.71238899230957, 4.71238899230957, 1.0, 1.0, 1.0, 2.837609203534329, 0.8
Shelf, 1, -3.3323874473571777, -17.92622947692871, 3.1359479427337646, 0.0, -0.0, 1.5707963705062866, 6.892641544342041, 1.5471497774124146, 0.035973258316516876, 0.0341796875, 0.02499997802078724, 0.02499992959201336, -16.20415496826172, -17.92622947692871, 5.263090133666992, 1.5707963705062866, 4.71238899230957, 4.71238899230957, 1.0, 1.0, 1.0, 2.837609203534329, 0.8
Shelf, 2, -3.3323874473571777, -17.92622947692871, 5.9518961906433105, 0.0, -0.0, 1.5707963705062866, 6.892641544342041, 1.5471497774124146, 0.035973258316516876, 0.0341796875, 0.02499997802078724, 0.02499992959201336, -16.20415496826172, -17.92622947692871, 5.263090133666992, 1.5707963705062866, 4.71238899230957, 4.71238899230957, 1.0, 1.0, 1.0, 2.837609203534329, 0.8
Shelf, 3, -3.3323874473571777, -17.92622947692871, 8.767844200134277, 0.0, -0.0, 1.5707963705062866, 6.892641544342041, 1.5471497774124146, 0.035973258316516876, 0.0341796875, 0.02499997802078724, 0.02499992959201336, -16.20415496826172, -17.92622947692871, 5.263090133666992, 1.5707963705062866, 4.71238899230957, 4.71238899230957, 1.0, 1.0, 1.0, 2.837609203534329, 0.8
Box, 0, -3.3323874473571777, -19.196229934692383, 0.5195000171661377, 0.0, -0.0, 0.05280435457825661, 1.3232895135879517, 1.6788464784622192, 0.39866775274276733, 0.011027412489056587, 0.02098563313484192, 0.009000003337860107, -16.20415496826172, -17.92622947692871, 5.263090133666992, 1.5707963705062866, 4.71238899230957, 4.71238899230957, 1.0, 1.0, 1.0, 2.837609203534329, 0.8
Box, 0, -3.3323874473571777, -19.196229934692383, 0.9185000061988831, 0.0, 0.0, -0.012907033786177635, 1.3201937675476074, 1.6799293756484985, 0.39866775274276733, 0.011001614853739738, 0.02099916897714138, 0.009000003337860107, -16.20415496826172, -17.92622947692871, 5.263090133666992, 1.5707963705062866, 4.71238899230957, 4.71238899230957, 1.0, 1.0, 1.0, 2.837609203534329, 0.8
Box, 0, -3.3323874473571777, -17.666229248046875, 0.5199999809265137, 0.0, 0.0, -0.05475856363773346, 0.7999998927116394, 0.7999998927116394, 0.3999999761581421, 0.3999999463558197, 0.3999999463558197, 0.19999998807907104, -16.20415496826172, -17.92622947692871, 5.263090133666992, 1.5707963705062866, 4.71238899230957, 4.71238899230957, 1.0, 1.0, 1.0, 2.837609203534329, 0.8
Box, 0, -3.3323874473571777, -17.666229248046875, 0.9200000166893005, 0.0, 0.0, -0.08672022819519043, 0.7999998927116394, 0.7999998927116394, 0.3999999761581421, 0.3999999463558197, 0.3999999463558197, 0.19999998807907104, -16.20415496826172, -17.92622947692871, 5.263090133666992, 1.5707963705062866, 4.71238899230957, 4.71238899230957, 1.0, 1.0, 1.0, 2.837609203534329, 0.8
Box, 0, -3.3323874473571777, -17.666229248046875, 1.3200000524520874, 0.0, -0.0, 0.0680241510272026, 0.7999998331069946, 0.7999998331069946, 0.3999999761581421, 0.3999999463558197, 0.3999999463558197, 0.19999998807907104, -16.20415496826172, -17.92622947692871, 5.263090133666992, 1.5707963705062866, 4.71238899230957, 4.71238899230957, 1.0, 1.0, 1.0, 2.837609203534329, 0.8
Box, 0, -3.3323874473571777, -17.666229248046875, 1.7200000286102295, 0.0, 0.0, -0.05898928642272949, 0.7999998331069946, 0.7999998331069946, 0.3999999761581421, 0.3999999463558197, 0.3999999463558197, 0.19999998807907104, -16.20415496826172, -17.92622947692871, 5.263090133666992, 1.5707963705062866, 4.71238899230957, 4.71238899230957, 1.0, 1.0, 1.0, 2.837609203534329, 0.8
