Box, 27, 289, 256, 16, 23, 24
Box, 77, 272, 255, 16, 62, 20
Box, 107, 272, 255, 16, 62, 19
Box, 137, 272, 255, 16, 62, 19
Box, 168, 280, 255, 16, 41, 20
Box, 248, 266, 255, 16, 70, 18
Box, 278, 287, 255, 16, 28, 18
Box, 339, 267, 255, 17, 67, 20
Box, 369, 272, 255, 17, 62, 20
Box, 447, 278, 255, 16, 50, 19
Box, 477, 266, 255, 16, 70, 18
Box, 495, 293, 255, 1, 15, 20
Shelf, 30, 256, 255, 29, 94, 49
Shelf, 138, 256, 255, 161, 94, 49
Shelf, 310, 256, 255, 161, 94, 49
Shelf, 448, 256, 255, 95, 94, 49
