Box, 14, 271, 255, 1, 64, 11
Box, 62, 289, 256, 16, 23, 24
Box, 111, 272, 255, 16, 62, 20
Box, 141, 272, 255, 16, 62, 19
Box, 171, 272, 255, 16, 62, 19
Box, 203, 280, 255, 16, 41, 20
Box, 282, 266, 255, 16, 70, 18
Box, 313, 287, 255, 16, 28, 18
Box, 373, 267, 255, 16, 67, 20
Box, 403, 272, 255, 16, 62, 20
Box, 481, 278, 255, 16, 50, 19
Box, 496, 266, 255, 3, 70, 18
Shelf, 46, 256, 255, 65, 94, 49
Shelf, 172, 256, 255, 162, 94, 49
Shelf, 344, 256, 255, 161, 94, 49
Shelf, 466, 256, 255, 63, 94, 49
