Box,77.0,179.0,255.0,16.0,64.0,11.0
Box,107.0,203.0,255.0,16.0,16.0,20.0
Box,137.0,176.0,256.0,16.0,69.0,16.0
Box,169.0,179.0,255.0,17.0,64.0,11.0
Box,274.0,195.0,255.0,17.0,29.0,20.0
Box,306.0,187.0,256.0,16.0,46.0,24.0
Box,336.0,187.0,256.0,16.0,46.0,24.0
Box,367.0,204.0,255.0,16.0,14.0,19.0
Box,418.0,195.0,255.0,16.0,29.0,20.0
Box,463.5,187.0,256.0,12.0625,46.0,24.0
Box,500.0,176.0,256.0,21.375,69.0,16.0
Box,530.5,176.0,256.0,12.8125,69.0,16.0
Box,606.0,176.0,256.0,20.0,69.0,16.0
Box,663.0,204.0,255.0,10.5,14.0,19.0
Box,694.0,188.0,255.0,10.625,43.0,20.0
Box,775.5,204.0,255.0,12.0625,14.0,19.0
Box,811.0,176.0,256.0,13.375,69.0,16.0
Box,839.5,179.0,255.0,30.875,64.0,11.0
Box,869.0,181.0,256.0,9.9375,58.0,24.0
Box,920.0,202.0,255.0,10.53125,15.0,20.0
Box,957.0,185.0,256.0,13.0,52.0,16.0
Box,1015.0,179.0,255.0,7.9375,64.0,11.0
Box,1120.0,196.0,255.0,28.4375,29.0,20.0
Box,1146.5,180.0,255.0,30.84375,61.0,20.0
Box,1180.0,202.0,255.0,9.625,15.0,18.0
Box,1287.5,175.0,255.0,10.5625,70.0,18.0
Box,1323.0,180.0,255.0,30.25,61.0,20.0
Box,1351.0,202.0,255.0,24.5625,15.0,18.0
Box,1381.0,179.0,255.0,11.96875,64.0,11.0
Shelf,135.0,162.0,255.0,161.0,97.0,49.0
Shelf,308.0,162.0,255.0,161.0,97.0,49.0
Shelf,479.0,162.0,255.0,161.0,97.0,49.0
Shelf,650.0,164.0,255.0,161.0,97.0,49.0
Shelf,821.0,164.0,255.0,161.0,97.0,49.0
Shelf,992.0,162.0,255.0,161.0,97.0,49.0
Shelf,1163.0,162.0,255.0,161.0,97.0,49.0
Shelf,1334.0,164.0,255.0,161.0,97.0,49.0
