Box,141.0,81.0,255.0,16.0,46.0,20.0
Box,171.0,73.0,255.0,16.0,61.0,20.0
Box,281.0,83.0,255.0,16.0,42.0,11.0
Box,312.0,96.0,255.0,16.0,15.0,20.0
Box,342.0,72.0,255.0,16.0,64.0,11.0
Box,372.0,73.0,255.0,16.0,61.0,19.0
Box,418.0,75.0,255.0,16.0,56.0,20.0
Box,448.0,72.0,255.0,16.0,64.0,11.0
Box,463.5,80.0,256.0,9.875,47.0,24.0
Box,496.0,70.0,255.0,14.0,67.0,20.0
Box,494.0,74.0,255.0,29.625,64.0,11.0
Box,604.5,83.0,255.0,10.0,42.0,11.0
Box,774.0,74.0,256.0,28.3125,59.0,24.0
Box,802.5,88.0,255.0,32.125,31.0,20.0
Box,832.5,73.0,255.0,30.84375,61.0,20.0
Box,863.5,72.0,255.0,11.96875,64.0,11.0
Box,944.5,70.0,255.0,28.21875,67.0,20.0
Box,974.0,68.0,255.0,8.5625,71.0,18.0
Box,1007.5,69.0,256.0,13.125,69.0,16.0
Box,1034.0,72.0,255.0,8.75,64.0,11.0
Box,1093.0,91.0,255.0,12.0625,28.0,20.0
Box,1123.5,93.0,255.0,12.03125,22.0,11.0
Box,1156.5,74.0,256.0,26.9375,59.0,24.0
Box,1185.0,69.0,255.0,9.5,71.0,18.0
Box,1263.0,91.0,255.0,31.0,29.0,20.0
Box,1292.0,72.0,255.0,29.8125,64.0,11.0
Box,1321.5,75.0,255.0,10.078125,56.0,20.0
Shelf,135.0,64.0,255.0,161.0,79.0,49.0
Shelf,308.0,64.0,255.0,161.0,79.0,49.0
Shelf,479.0,64.0,255.0,161.0,79.0,49.0
Shelf,650.0,66.0,255.0,161.0,79.0,49.0
Shelf,821.0,68.0,255.0,161.0,78.0,49.0
Shelf,992.0,66.0,255.0,161.0,78.0,49.0
Shelf,1163.0,66.0,255.0,161.0,78.0,49.0
Shelf,1334.5,66.0,255.0,162.0,79.0,49.0
