Box,97.0,255.0,191.0,16.0,20.0,42.0
Box,128.0,255.0,181.0,16.0,11.0,64.0
Box,160.0,255.0,178.0,16.0,20.0,69.0
Box,191.0,255.0,178.0,16.0,20.0,69.0
Box,244.0,255.0,182.0,16.0,19.0,60.0
Box,273.0,255.0,183.0,15.0,20.0,58.0
Box,304.0,256.0,184.0,16.0,24.0,56.0
Box,365.0,255.0,197.0,16.0,20.0,31.0
Box,416.0,255.0,182.0,16.0,20.0,60.0
Box,437.0,255.0,181.0,16.0,20.0,58.0
Box,470.0,255.0,180.0,16.0,19.0,61.0
Box,497.5,255.0,203.0,16.0,20.0,16.0
Shelf,133.0,255.0,164.0,161.0,49.0,97.0
Shelf,305.0,255.0,164.0,161.0,49.0,97.0
Shelf,476.0,255.0,164.0,161.0,49.0,97.0
