Box, 19, 187, 256, 11, 46, 24
Box, 43, 176, 256, 16, 69, 16
Box, 74, 176, 256, 17, 69, 16
Box, 151, 176, 256, 16, 69, 16
Box, 212, 204, 255, 16, 14, 19
Box, 243, 188, 255, 16, 43, 20
Box, 326, 204, 255, 16, 14, 19
Box, 358, 176, 256, 16, 69, 16
Box, 388, 179, 255, 16, 64, 11
Box, 419, 181, 256, 17, 58, 24
Box, 471, 202, 255, 16, 15, 20
Box, 493, 185, 256, 7, 52, 16
Shelf, 52, 162, 255, 77, 97, 49
Shelf, 185, 162, 255, 161, 97, 49
Shelf, 356, 162, 255, 161, 97, 49
Shelf, 473, 162, 255, 49, 97, 49
