Box, 17, 187, 256, 7, 46, 24
Box, 39, 176, 256, 17, 69, 16
Box, 69, 176, 256, 17, 69, 16
Box, 147, 176, 256, 16, 69, 16
Box, 208, 204, 255, 16, 14, 19
Box, 239, 188, 255, 17, 43, 20
Box, 322, 204, 255, 16, 14, 19
Box, 353, 176, 256, 16, 69, 16
Box, 384, 179, 255, 17, 64, 11
Box, 414, 181, 256, 17, 58, 24
Box, 467, 202, 255, 16, 15, 20
Box, 492, 185, 256, 12, 52, 16
Shelf, 51, 162, 255, 74, 97, 49
Shelf, 180, 162, 255, 161, 97, 49
Shelf, 352, 162, 255, 162, 97, 49
Shelf, 471, 162, 255, 54, 97, 49
