Box, 23, 88, 255, 16, 31, 20
Box, 48, 73, 255, 16, 61, 20
Box, 78, 72, 255, 16, 64, 11
Box, 157, 70, 255, 16, 67, 20
Box, 188, 68, 255, 16, 71, 18
Box, 218, 69, 256, 16, 69, 16
Box, 248, 72, 255, 16, 64, 11
Box, 308, 89, 255, 16, 29, 20
Box, 339, 93, 255, 17, 22, 11
Box, 371, 74, 256, 16, 59, 24
Box, 401, 68, 255, 16, 71, 18
Box, 478, 88, 255, 16, 29, 20
Box, 495, 72, 255, 5, 64, 11
Shelf, 57, 64, 255, 85, 79, 49
Shelf, 192, 64, 255, 162, 79, 49
Shelf, 364, 64, 255, 161, 79, 49
Shelf, 476, 64, 255, 43, 79, 49
