Box, 16, 76, 256, 5, 59, 24
Box, 37, 90, 255, 16, 31, 20
Box, 68, 75, 255, 16, 61, 20
Box, 98, 74, 255, 16, 64, 11
Box, 177, 72, 255, 16, 67, 20
Box, 208, 70, 255, 16, 71, 18
Box, 238, 71, 256, 16, 69, 16
Box, 268, 74, 255, 16, 64, 11
Box, 328, 91, 255, 16, 29, 20
Box, 359, 95, 255, 17, 22, 11
Box, 391, 76, 256, 16, 59, 24
Box, 421, 70, 255, 16, 71, 18
Box, 488, 90, 255, 15, 29, 20
Shelf, 66, 66, 255, 105, 79, 49
Shelf, 212, 66, 255, 162, 79, 49
Shelf, 384, 66, 255, 161, 79, 49
Shelf, 487, 66, 255, 22, 79, 49
